matricule,first_name,last_name,date_naiss,gender,ministry,grade,diff_recens,diff_conges,diff_travail,actif
806165-P,Antonetta,Campion,5/2/1982,Female,MINSUP,A,27343187,5477223,526517216,0
665840-N,Sal,Crampin,12/26/1994,Female,MINEDUB,A,25629710,3848944,460309223,1
929312-R,Octavia,Ladloe,5/5/1992,Female,MINSUP,A,25044264,4561163,1760012843,1
849738-W,Agnes,Glide,7/21/1970,Female,MINFI,A,29778759,4679340,1120216902,1
869429-O,Rasla,Berthomieu,8/26/1974,Female,MINSUP,C,18180476,2658798,158590900,1
585706-I,Berget,Pleat,1/8/1988,Female,MINSUP,A,18292505,1785917,783075201,1
817706-C,Elbertine,Brok,5/18/1983,Female,MINCOM,B,27809166,595674,1580341694,0
737098-S,Elene,Scourfield,8/19/2000,Female,MINCOM,C,23053989,4279389,1254968632,0
832382-A,Ahmad,Siggs,11/6/1995,Male,MINFI,B,8037362,1046846,1220290721,0
523830-G,Dean,Lowson,5/13/1979,Male,MINCOM,C,15859814,3714052,1838167411,0
188684-I,Polly,Deeming,5/28/1977,Female,MINREX,D,14482353,1179376,1534292118,0
659607-L,Jeralee,Gabites,1/9/1995,Female,MINSUP,D,19733411,5195922,518520526,1
514322-X,Rene,Skowcraft,2/22/1997,Male,MINSEC,C,14253644,2627286,1135046075,0
678624-L,Bogart,Grubb,11/2/1976,Male,MINREX,D,10252869,1534721,1820208145,0
381676-B,Lynnea,Hughill,3/28/1992,Female,MINREX,C,19213133,2030442,278257936,0
085431-U,Beatrisa,Darbey,1/4/2001,Female,MINEDUB,C,19899825,5844522,1745541683,1
824300-X,Bailie,Forshaw,6/12/1990,Male,MINSEC,C,17042434,1980516,1649893935,1
566967-Y,Torre,Feldheim,6/2/1995,Agender,MINFI,C,17395133,1627819,1282496537,0
580127-R,Gaspar,Vile,5/4/1985,Male,MINFI,A,1604444,2624636,1717511966,0
535491-F,Codi,Rove,6/29/1970,Female,MINREX,C,2807976,3377060,1401058232,1
583957-D,Stevie,Breddy,1/17/2001,Male,MINFI,A,4178282,5610477,1564092741,0
260365-A,Farica,Kringe,9/23/1996,Female,MINFI,C,20011325,1811668,578035824,0
436297-Q,Lane,Sirman,12/24/1990,Male,MINSUP,D,7139698,198603,1126330126,1
229402-B,Cammy,Vicioso,2/3/1989,Male,MINSUP,A,28425424,1925180,1381062004,1
192892-C,Dorene,Ranson,12/28/1996,Female,MINSUP,A,12385252,5619615,779811795,0
392885-D,Anatol,Keyden,7/7/1999,Male,MINFI,B,24049492,3980803,1172422150,0
037648-T,Chaddy,Hampe,5/21/1996,Male,MINSEC,A,14960391,4652351,1289999523,0
616856-N,Dido,Towndrow,1/4/1997,Female,MINFI,A,25314892,4637286,1615095379,1
596077-A,Frieda,Camillo,3/31/1998,Genderqueer,MINCOM,C,18149307,4880052,261542983,1
930724-A,Perren,Ronaghan,1/13/1986,Male,MINEDUB,A,10731418,945080,1414411669,1
146723-R,Caitrin,Leggat,10/13/1999,Female,MINFI,A,18222390,276638,1604548457,1
221111-Q,Bayard,Saffill,7/29/1981,Male,MINCOM,C,16102581,3925894,1114994001,1
298280-W,Tasia,Curton,11/20/1979,Female,MINREX,D,12043185,4449202,183534533,1
922882-S,Dionysus,Form,1/29/1989,Male,MINREX,B,25104959,3724510,1443178069,0
975377-O,Maggee,Salvador,9/8/1979,Female,MINREX,A,27834724,4092967,1954787389,1
853651-F,Terza,Ferrotti,4/26/1985,Female,MINREX,B,15532128,5474913,1669031780,0
943704-Q,Cynthy,Casajuana,11/18/1987,Female,MINEDUB,A,12344850,939903,1216999710,0
526840-O,Jerald,Carlens,12/8/1985,Male,MINSEC,C,8333779,2313757,163018056,0
453863-X,Glynn,Rider,1/10/1995,Male,MINFI,B,3611334,4384141,1181293087,1
920323-N,Estella,De Goey,3/28/1973,Female,MINFI,C,21544532,2700243,286984061,0
531860-I,Janot,Ledur,9/25/1987,Bigender,MINSUP,C,19116134,4955369,519853276,1
496887-G,Susy,Ambrosi,12/4/1970,Female,MINSUP,C,16095883,3137139,1971249054,0
649350-K,Burch,Zamudio,10/8/1990,Male,MINREX,D,13996276,3190412,1033028087,1
191748-V,Annecorinne,Tommasuzzi,8/27/1993,Female,MINEDUB,C,21351789,2706258,456515138,1
172053-G,Blake,Hedylstone,5/20/1994,Female,MINSEC,A,12495979,76053,1062620957,0
732031-Q,Marmaduke,Estevez,5/18/1993,Male,MINCOM,D,29339704,3164589,497494926,1
426761-R,Shalom,McLafferty,1/17/1991,Male,MINREX,A,12229141,2063159,1941231188,1
163627-E,Robby,Benedict,9/23/1987,Male,MINCOM,A,6696371,1607643,969775122,0
783109-A,Marilyn,Isakov,7/25/1978,Female,MINFI,D,25809693,1925867,59769563,0
880103-B,Reyna,Beran,7/27/1988,Female,MINEDUB,A,28126352,2587155,421599350,0
338910-F,Ron,Moulds,10/14/1981,Male,MINSEC,B,18363682,2535813,1270198330,0
727949-I,Elyn,Menloe,8/8/1982,Female,MINREX,B,22430125,1014430,1998188232,1
254021-S,Sanders,Faber,9/27/1984,Male,MINSEC,A,7234275,784815,846790959,0
080448-F,Christa,Franscioni,9/30/1987,Genderfluid,MINCOM,A,15995591,3990506,638379974,0
501503-N,Sheffy,Brabyn,4/13/1980,Male,MINSUP,A,27493163,1002406,629168418,0
172087-J,Kaleb,Stonard,9/4/1978,Male,MINCOM,A,8727674,3988051,1267163358,0
069844-X,Brigg,Clemensen,4/8/1998,Male,MINCOM,C,12030556,4481900,1651876689,0
914766-H,Margy,Davidavidovics,7/22/1993,Female,MINREX,C,14451062,2384388,1126813446,0
023986-L,Alli,Liddell,9/30/1984,Female,MINSUP,C,16563842,716971,1401312407,0
785639-G,Sammy,Burtenshaw,12/12/1995,Female,MINREX,B,6117559,5070448,369588376,1
035471-D,Gregg,Mandel,11/13/1979,Male,MINREX,D,11098118,2356765,335601232,1
212931-U,Lannie,Hedditeh,10/30/2000,Male,MINREX,C,24982163,654530,1758063271,1
596936-G,Tracy,Powderham,4/11/1993,Bigender,MINCOM,D,21434933,5353684,1791501154,1
859886-I,Daphene,Hagart,3/8/1972,Female,MINCOM,A,25446088,2883411,958890747,1
233816-A,Paloma,Colbertson,5/18/1992,Female,MINSEC,B,26767272,679380,352924646,0
633718-T,Maryl,Mainland,10/11/1998,Female,MINREX,A,5132774,939631,245736688,0
757609-G,Silvano,Brookshaw,1/18/1997,Male,MINSUP,B,22806224,2186272,1287433973,1
234672-Y,Robinette,McBeth,7/21/1997,Female,MINREX,D,15422176,3500778,1625790592,0
509470-Q,Sheff,Wetherby,7/17/2001,Male,MINCOM,D,18638006,3470658,670863635,0
948486-K,Bea,Chittem,1/19/1999,Female,MINEDUB,C,28816819,1794985,792322266,1
396705-M,Pat,McTrustrie,12/26/1983,Female,MINEDUB,D,28073274,956340,1289885414,0
009258-S,Lewie,Jakubovits,8/3/1970,Male,MINSUP,D,20894706,250308,644869613,1
923179-T,Darrel,Waltering,6/11/1991,Male,MINEDUB,C,16114964,203005,947148127,0
381305-J,Jamesy,Simpole,12/11/1979,Male,MINEDUB,A,8029465,4335098,772929294,0
411308-I,Rhett,Braunlein,11/4/1971,Bigender,MINFI,A,22413536,3441546,1185948464,0
084744-M,Celinda,Gunning,10/4/1978,Female,MINSEC,A,2374876,3832363,439572927,1
936547-F,Albina,Nuccii,11/20/2002,Female,MINREX,D,17297643,5714911,1732014562,0
787385-O,Kalle,Forte,5/9/1994,Male,MINREX,A,1400564,3395519,1331080289,1
710034-X,Ken,Valasek,6/22/1973,Male,MINSEC,A,3596014,694699,1567361272,1
182279-N,Celestina,Frank,7/3/1992,Female,MINSUP,B,17536031,1318755,1551219094,1
299230-S,Gasparo,Cline,8/16/1982,Male,MINREX,A,20056421,2601037,745429900,1
804326-W,Gideon,Keable,4/16/1999,Male,MINEDUB,D,21479791,2696271,1382781585,1
328400-M,Myrta,O' Flaherty,12/15/1995,Female,MINCOM,C,1343390,1407367,340357169,0
777276-C,Tallulah,Devericks,9/26/1972,Female,MINFI,C,18120727,4565446,7494003,1
735172-M,Rowland,Woolvin,6/23/1971,Male,MINREX,B,5279854,2856771,126790385,1
521428-M,Lynelle,Woollett,6/27/1987,Female,MINSEC,B,25650133,1735140,287964415,1
657303-W,Sibella,Smallbone,7/26/1981,Female,MINSUP,A,3016068,1696803,556593524,1
566874-E,Ricki,Bluschke,7/30/2000,Female,MINREX,C,4606809,1209727,1833948089,0
255451-Q,Jarrett,Spilisy,6/28/1990,Male,MINEDUB,B,11361698,40290,1256890482,0
930329-L,Chucho,Pechard,2/24/1977,Male,MINREX,C,444728,17791,1014203707,1
501119-R,Alick,Titchener,3/27/1973,Non-binary,MINSEC,C,1899851,598723,1746395750,1
193264-K,Audre,Trice,5/12/1978,Female,MINSUP,B,213096,2279693,1498963526,1
026755-K,Halsy,Klee,8/4/2002,Male,MINEDUB,B,13198885,1735991,1400796665,1
975997-I,Cary,Brent,11/29/1979,Female,MINFI,B,5125697,1233667,1252290974,1
877597-N,Ogden,Pyrah,12/10/1981,Male,MINEDUB,B,8699808,2309064,1360256971,1
845942-K,Judith,Ballin,3/24/1985,Female,MINSEC,B,7060911,2130739,313006704,1
980479-I,Joel,Elsie,4/3/1979,Male,MINCOM,B,6041417,1604747,509028939,1
839217-J,Whitaker,Carville,1/3/1980,Male,MINSUP,B,5249802,2112201,1106305992,0
542809-U,Brigg,Gidden,1/13/1990,Genderfluid,MINREX,C,4242926,2096331,1254362286,0
071392-F,Goldia,Sayers,11/15/1988,Female,MINREX,C,5747144,2074796,162590986,0
492016-Y,Ethe,Noraway,6/15/1971,Male,MINFI,A,1878206,1586137,1453080497,0
614014-A,Silvester,Beldan,7/15/2002,Polygender,MINREX,C,9678008,728481,1547759284,0
160294-H,Frannie,Sirkett,7/3/2002,Female,MINREX,B,8101064,2177613,273581963,0
188207-D,Cello,Vasilov,10/20/1997,Genderqueer,MINREX,D,4228526,1713947,886429100,1
500000-R,Bastien,Trainor,10/11/2001,Male,MINSUP,B,14956547,2020527,1504625073,0
791675-A,Cindelyn,Reubel,10/9/2002,Female,MINSEC,A,15380142,1901188,1112287616,0
853486-X,Anastassia,Housley,9/9/1983,Female,MINSUP,C,15541525,306171,1246852068,1
495403-B,Christoforo,Billyard,11/12/1988,Male,MINREX,D,5367821,252908,536664083,0
545093-I,Hilario,Goodrum,8/9/1993,Male,MINREX,B,110119,493482,1085088289,0
146285-T,Lev,Polfer,4/5/1980,Non-binary,MINSUP,D,15879245,1954883,920731725,1
599301-A,Helen-elizabeth,McPheat,3/8/1991,Female,MINEDUB,A,1166730,40865,1210478456,0
763986-Y,Chicky,Evason,3/13/1985,Female,MINSEC,C,11823112,705161,1386072878,0
923022-J,Arv,Francescotti,5/2/1997,Male,MINREX,D,12497964,2108926,122476896,0
318083-T,Kendricks,Melley,7/31/1990,Male,MINEDUB,D,136033,410953,1737300512,0
632836-W,Ethyl,Yerson,9/28/1974,Female,MINSEC,A,12370045,2032459,1230668640,1
841230-M,Moll,California,2/14/2001,Female,MINSEC,D,9227736,219848,537277621,0
914611-T,Lynea,Halesworth,3/12/1983,Female,MINREX,C,810360,849981,15912884,0
348368-L,Peg,Toulmin,12/30/1975,Female,MINREX,C,3215763,712532,1657811469,1
446158-P,Donnell,Frankland,4/23/1996,Male,MINEDUB,B,8460135,389975,1874407612,1
832811-E,Francesca,Nornasell,12/13/1987,Female,MINREX,B,719575,1408157,699995700,1
887873-F,Kandy,Larrett,8/21/1974,Female,MINSEC,C,322730,370741,1513538150,1
279244-U,Lina,Mussard,1/19/1993,Female,MINREX,B,4351030,192850,45783966,1
424131-M,Sylvan,O'Hallihane,7/22/1990,Male,MINSUP,A,2423265,1328772,1546247866,1
448531-B,Baryram,Usher,7/8/1970,Male,MINFI,B,3070638,2557010,1777363960,0
947492-I,Katine,Du Fray,11/8/1992,Female,MINEDUB,D,13907952,1445209,856119483,0
354709-Q,Ilka,Gimbrett,12/19/1973,Female,MINSEC,B,1968814,2493511,892863876,1
569265-Q,Odelle,Edland,3/27/1976,Female,MINCOM,A,15337463,93163,1270992685,0
865399-G,Crystie,Vanetti,3/15/1973,Female,MINSEC,B,7408878,1494839,540572118,1
834434-P,Beauregard,Mintram,11/8/1982,Male,MINSEC,A,12531407,2251841,219616824,1
197664-Z,Normand,Pantin,11/17/1972,Male,MINREX,D,15052675,2073763,924177134,1
202587-D,Zsa zsa,MacFarlan,5/21/1990,Female,MINSEC,D,13206552,1916647,1377190987,1
261445-W,Ashien,Douthwaite,8/6/1972,Female,MINEDUB,A,6676205,1033438,354700918,1
758016-D,Glynis,Di Biasio,11/1/1979,Female,MINSEC,B,10215178,1742658,258283372,0
117679-H,Ralf,Yakovliv,2/1/1979,Male,MINFI,A,8429529,297562,1658138201,0
027681-A,Nyssa,Darling,4/23/1996,Female,MINCOM,B,14280200,2012153,548451888,1
068212-R,Anet,Massen,1/24/1990,Female,MINSEC,A,8302273,2100087,1600721153,0
885374-H,Tamarah,Sabathier,4/26/1992,Genderfluid,MINCOM,A,15510941,2333906,341746967,1
555007-R,Cristobal,Chitty,10/20/1974,Male,MINFI,B,5598419,2453832,493586043,0
705398-E,Haywood,Pallatina,5/28/1979,Male,MINEDUB,C,15451992,2265210,44781843,0
809094-I,Janka,Thorndale,1/17/1998,Female,MINEDUB,C,11998811,334167,981546336,0
750568-Q,Aubrey,Fintoph,1/1/1991,Female,MINSUP,C,3971231,678520,525510679,0
898707-K,Garwood,Weaben,12/22/1998,Male,MINCOM,B,9609878,1912232,1209641323,1
871710-E,Garvey,Tichner,11/6/1979,Male,MINEDUB,C,10974631,720798,1490128157,0
121601-A,Petey,Monshall,10/30/1987,Male,MINSUP,A,5651566,1770253,527782221,1
626510-J,Manuel,Dosdale,4/7/1972,Male,MINREX,C,8216057,2522480,1738579419,0
624028-E,Salomon,Arnet,5/17/1987,Male,MINFI,C,3561552,1823131,951437199,1
185383-K,Raff,Norrey,3/3/2000,Male,MINSEC,A,13334605,2527567,68070006,0
870236-S,Stepha,Franey,5/9/1973,Female,MINCOM,C,7263625,925655,715821516,0
002709-U,Brander,Jessop,2/16/2000,Male,MINREX,A,12122257,990682,1368168176,0
694363-M,Junie,Figiovanni,2/7/1977,Female,MINCOM,B,1728314,542739,848633519,0
608338-M,Emalia,MacArdle,1/20/1970,Female,MINREX,A,12186893,1593697,1463038890,0
363535-L,Marty,Stoltz,5/3/1987,Male,MINCOM,A,7170813,456825,208682966,0
995254-X,Boyce,Beddis,1/3/1991,Male,MINREX,C,7409223,1158748,874641841,1
089815-X,Elset,Matthewman,2/16/1980,Genderqueer,MINCOM,A,971737,731909,226208535,1
532746-V,Cordie,Pagel,6/24/1998,Male,MINREX,D,15257647,41868,1156262677,0
968534-Z,Jackson,Cominoli,3/18/1989,Male,MINCOM,A,911680,1612032,669976199,0
828830-L,Kizzee,Caillou,11/22/1973,Female,MINREX,D,2412662,2188399,1303891188,1
979748-B,Llywellyn,Fackrell,2/21/1974,Male,MINREX,B,11676405,169550,1470864264,1
999667-B,Val,Gaenor,11/7/1973,Female,MINSEC,A,12712969,1237221,501943864,0
196936-F,Carolynn,Bettleson,6/5/2000,Female,MINSUP,B,8120059,1092641,1340093360,1
894231-P,Noland,Yetts,8/9/1982,Male,MINSUP,D,288111,143939,395491128,0
578005-U,Tracy,Kynnd,1/8/1999,Female,MINSEC,D,67750,1476798,72558340,1
959337-E,Arly,McClune,4/8/1972,Female,MINEDUB,B,1960341,1399782,628852765,1
850629-Q,Wells,Copas,1/14/1977,Genderfluid,MINSEC,C,5955434,2515537,336535238,1
269572-T,Jasen,Perceval,12/3/1974,Male,MINREX,C,13631311,1474219,1861307317,0
152801-M,Ximenez,Beggi,4/5/1976,Male,MINREX,B,3909093,1587840,1269884071,0
626115-X,Sena,Thickens,12/19/1994,Female,MINSUP,C,15172905,444208,1873766844,1
046317-Y,Addi,Sivyer,5/29/2000,Female,MINREX,B,12118781,1520988,676715035,1
360611-O,Wilbert,Darwin,3/18/1987,Male,MINREX,A,7483469,1146534,1257597832,1
968311-X,Ferris,Jarrett,11/17/1979,Male,MINSUP,D,15219993,1619465,1018953111,1
053227-N,Meir,Iacovielli,10/27/1974,Male,MINCOM,A,9134107,1418941,394312512,0
986332-B,Laural,Budd,3/31/1987,Female,MINFI,D,1726745,767067,64187159,0
622592-U,Levin,Auger,2/24/1991,Non-binary,MINFI,B,12034341,1020200,761923314,0
233188-P,Chester,Buffin,2/6/1977,Male,MINCOM,A,4675413,2250329,89373677,0
267299-G,Lettie,Bonnell,11/11/1982,Female,MINCOM,C,5062792,981321,1502843253,1
104938-G,Anette,Statefield,8/20/1993,Female,MINFI,A,2958138,325121,544483603,0
593712-L,Roley,Lear,12/12/1994,Male,MINSEC,D,7355085,30933,1886046567,0
226662-X,Boot,Liddicoat,12/26/1990,Male,MINREX,A,11956719,1883987,1594127895,1
710373-P,Frankie,Godsil,6/7/1983,Female,MINSUP,D,12414153,964461,61963037,1
760953-P,Vivyanne,Tomaselli,8/9/1984,Female,MINFI,D,152948,1980571,526217101,0
104179-M,Gianni,Van den Velde,11/24/1994,Male,MINREX,D,2765971,1407871,145450735,0
316142-C,Wilburt,Bullas,11/3/1983,Male,MINFI,B,14515155,2101623,564408335,0
732872-C,Jacinthe,Catchpole,4/15/1973,Female,MINFI,B,15367529,397164,456990102,0
467545-D,Dulcia,Butterley,10/21/1981,Female,MINCOM,C,13564440,1781777,906488654,0
196005-O,Ferdinand,Blazevic,3/21/2002,Male,MINCOM,D,14787331,596370,1066109015,0
726228-E,Bing,Casserly,9/5/1999,Male,MINSUP,B,4979818,711636,1044869583,0
929641-K,Pru,Parcall,7/24/1982,Female,MINFI,B,13240576,1509365,1859258934,1
397827-H,Karlotta,Keele,10/1/1982,Non-binary,MINFI,C,3952130,1425566,634613408,1
450536-A,Gan,Josefsohn,2/16/1973,Male,MINEDUB,A,2864362,2432813,1314232469,0
394752-Y,Amity,Van Castele,6/4/1971,Female,MINCOM,B,2618425,812311,426502244,1
458234-E,Selle,Guiness,11/29/1991,Genderfluid,MINSUP,A,10979340,1774342,751500718,0
394638-V,Ethyl,Guyver,12/21/1984,Female,MINREX,D,13422544,494363,44906759,0
304677-Q,Chip,Justham,6/12/1980,Bigender,MINSEC,C,10322049,556843,1399654609,1
303517-R,Dmitri,Callaby,12/3/1977,Male,MINSEC,A,9639195,301634,1424193916,1
991446-V,Amil,Rae,5/27/1983,Female,MINSEC,D,13530143,513452,602827902,1
993775-N,Abba,Mersh,8/25/2001,Male,MINEDUB,C,2852116,1727005,66306155,0
952006-W,Hewie,Veelers,2/20/1981,Male,MINEDUB,D,10268989,2031262,73139482,1
917469-T,Rozele,Jubb,11/19/1970,Female,MINSUP,C,958713,380533,17386055,1
053587-L,Dela,Whetnall,12/17/1970,Female,MINCOM,D,12696354,111002,1350259533,0
985150-O,Dulci,Lepope,4/14/1984,Bigender,MINSEC,C,15575241,1187840,721506234,0
213206-Y,Basile,Wreath,1/29/1980,Male,MINCOM,C,6062561,1331756,125988209,0
026904-V,Jack,Manuel,8/26/1986,Male,MINSUP,C,1065628,522307,77114258,1
036966-E,Rafaelia,Mackstead,10/21/1981,Genderfluid,MINFI,B,12808861,1948784,1407232238,1
548536-N,Elysee,Gawke,10/27/1970,Female,MINSUP,C,2314744,221913,82943184,1
698732-D,Lindi,Skotcher,12/4/1997,Non-binary,MINREX,D,3416604,1254385,175843836,1
803774-X,Gratia,Hassard,3/31/2002,Female,MINSUP,C,1050437,1773557,1627831338,1
331672-A,Englebert,Luxford,1/24/1994,Male,MINFI,B,15683893,369802,925684945,0
379008-Z,Brucie,Burchett,4/13/2001,Male,MINSEC,C,2299269,843931,1685560199,1
388974-B,Esta,Skough,10/4/1996,Female,MINFI,C,8622768,1402424,172194872,1
744922-H,Mar,Yurukhin,10/12/1996,Male,MINCOM,D,13430519,1586090,1017237567,0
509355-Q,Kym,Hickin,1/10/1988,Female,MINEDUB,C,7317738,1097476,492556927,1
018584-Q,Shanna,Barley,2/25/1977,Female,MINSEC,C,4358404,224085,76140086,1
551678-Q,Kristan,Minerdo,5/30/1980,Female,MINREX,A,1574564,1739148,249448919,1
406508-F,Imogen,Giamuzzo,5/23/1973,Female,MINSEC,B,12323704,943417,219270620,1
528195-O,Rodrigo,Sutehall,7/21/1996,Male,MINFI,C,81676,421733,983352190,0
224554-S,Lucian,Taffarello,10/22/2002,Male,MINFI,B,12669396,218480,1454508925,0
049426-D,Bail,Edens,6/16/1983,Male,MINSEC,D,7216684,1014603,743039077,1
558733-I,Amalia,Nutten,1/28/1979,Female,MINSUP,D,14149483,1689594,567944281,0
141124-G,Hamlin,Ishak,1/11/1983,Male,MINFI,B,3478098,183875,1613722986,0
253164-D,Lida,Gomby,8/8/1992,Female,MINCOM,B,10786124,116972,94189284,1
467392-O,Jackqueline,Prebble,7/23/1986,Female,MINCOM,A,11721437,2299102,285131720,1
407442-N,Manda,Puden,11/24/1997,Female,MINSUP,D,13120407,243775,775066122,0
003871-S,Moll,Fulham,11/19/1988,Female,MINSUP,A,70565,1470079,595591340,0
158716-D,Killian,Sampson,7/31/1983,Male,MINSEC,D,1844428,274983,1116722842,1
767415-E,Babb,Mogra,8/9/1978,Female,MINREX,C,4266358,2061860,1710269672,1
646682-L,Elston,Yarrington,1/3/1996,Male,MINSUP,A,11081884,2032967,280181461,1
634166-I,Petronia,Dockray,4/29/1988,Female,MINREX,C,12619357,1420687,1806611958,1
650478-A,Alisa,Spriggen,12/28/2000,Female,MINSEC,D,12657483,1855915,362834496,0
786609-P,Giacinta,Whereat,2/15/1972,Female,MINCOM,A,7184516,1391112,1660484620,0
585045-P,Salim,Howard,7/28/1971,Male,MINREX,D,1188490,310005,422061884,1
263852-P,Alisander,Dore,11/20/1997,Non-binary,MINCOM,D,1273736,1210739,1242552496,0
944691-Z,Renault,Garrow,9/17/1973,Male,MINREX,A,9321859,1278991,143234102,0
604397-N,Lilah,Cassely,9/21/1998,Female,MINSEC,A,5507555,314019,1873785980,0
194539-W,Corabella,McDuffy,6/7/1978,Female,MINFI,A,125721,399139,851804572,1
259132-L,Winnifred,Treend,9/9/1995,Female,MINEDUB,D,10379758,102315,1373560020,0
651818-I,Alysia,McDoual,12/14/1986,Female,MINCOM,A,10745730,299753,130233960,0
811057-L,Symon,Sealand,5/26/1972,Male,MINREX,C,12464275,1560201,1365079139,0
083634-U,Dennet,Draayer,4/30/1993,Male,MINSEC,C,4467711,333176,1519768580,1
387433-D,Giraldo,Mowen,10/16/1992,Male,MINREX,C,14479822,106785,242647803,1
629175-V,Isador,Durman,9/30/2001,Male,MINCOM,B,10177691,2027249,1761538927,0
603244-X,Jacynth,Moloney,5/11/2000,Female,MINSEC,A,9948894,1531254,759982327,0
309900-H,Jenny,McInally,9/3/1998,Female,MINREX,D,10541988,872135,144617445,1
023625-F,Rafaellle,Rayner,12/27/1982,Male,MINREX,A,1142828,1504781,829274947,1
319942-Q,Jaquith,Albert,10/25/1977,Genderfluid,MINCOM,D,12812136,2035115,1543158772,1
438167-H,Sam,Okill,12/15/1993,Female,MINEDUB,A,11066648,2518793,967609480,0
186657-E,Rudd,De Giorgis,8/4/1973,Male,MINSEC,C,9162426,1846600,929740213,0
421360-A,Ayn,Scini,2/10/2000,Female,MINREX,C,14462573,744747,537965512,1
995168-E,Cate,Lambregts,3/2/1971,Female,MINEDUB,B,15584759,354895,1690678046,1
219949-U,Bruce,Kirstein,9/3/1974,Male,MINSUP,C,3563692,1690672,750235442,1
954589-U,Sauveur,Mead,9/3/1983,Male,MINSEC,B,2163288,2170288,1060927012,0
666428-H,Jania,Grout,12/28/1985,Female,MINSUP,B,3236664,2569126,1702825660,0
719235-R,Micky,Arnoldi,1/18/1980,Male,MINSEC,C,7359719,1280994,1702888203,1
761136-T,Cindi,Adlam,3/24/1980,Female,MINREX,A,8790505,1786693,1258179911,1
676417-W,Isak,Oylett,6/5/1971,Male,MINFI,B,11583654,1964152,1713175193,1
625988-G,Kin,Diddams,8/15/1973,Male,MINSUP,B,4867602,274658,1642771065,1
188780-Z,Ollie,Bisseker,10/23/1999,Male,MINSUP,B,1224194,230124,646846162,1
636797-L,Reed,Flewin,4/9/1991,Male,MINREX,B,12911772,868542,969480097,1
841130-A,Steffen,Meagher,5/6/1995,Male,MINSUP,C,1293292,1434770,1326727189,1
149796-T,Whitman,Tucknott,9/3/1989,Male,MINEDUB,A,6087795,2028797,282519784,1
453935-M,Gene,Filliskirk,8/20/1972,Female,MINCOM,D,2610490,1323417,142326092,1
382263-X,Alistair,Vasilyevski,11/19/1999,Male,MINSEC,D,10232427,802718,854775625,1
277760-Y,Zara,Sevitt,4/30/1985,Female,MINSEC,B,5317265,2461677,1812975325,1
708423-C,Merissa,Halfhyde,12/30/1995,Female,MINEDUB,C,10863887,2362093,809939205,0
144547-I,Waneta,Anthoin,1/28/1980,Female,MINSUP,D,15340320,674922,528028907,0
199376-M,Lesley,Saterweyte,5/7/2002,Male,MINSUP,D,13905384,1723148,504645498,1
934178-C,Heywood,Graveston,12/9/1995,Male,MINFI,D,13761515,565030,826515023,1
459477-C,Rosaleen,Graith,2/11/1980,Female,MINSUP,C,14248572,724844,1027178601,1
550213-J,Benito,Mussalli,6/28/1978,Male,MINSEC,B,9597886,437066,536032208,1
704813-O,Olia,Iacovielli,10/28/1982,Female,MINREX,C,6474243,2162317,1481868086,1
655852-R,Karlens,Duddell,1/22/1972,Male,MINSUP,D,12527021,454289,745649248,1
983530-Y,Leonie,Chalcroft,11/15/2002,Female,MINCOM,B,9463912,1681699,1036657841,0
039929-N,Darcy,Dobbings,11/27/1998,Male,MINREX,C,12487385,1100444,925031286,1
184013-P,Peadar,Vlasenko,1/7/1980,Male,MINREX,D,11023940,1818894,574259179,1
707265-J,Mayer,Ranahan,6/10/1979,Male,MINSEC,B,418359,1422652,20325876,1
677713-G,Merv,Feary,9/22/1970,Male,MINSUP,B,9059796,72158,1644553877,1
357749-C,Reade,Gowdridge,12/14/1999,Male,MINFI,A,9790025,508504,1544746424,0
684019-C,Reba,Champe,4/3/1980,Female,MINREX,A,14955362,2231607,1233508773,0
115008-J,Christoforo,Russi,4/21/1970,Genderqueer,MINEDUB,A,4140045,925948,332452734,1
313847-Z,Alisa,Sorley,1/26/1976,Female,MINSUP,A,2721109,1727154,296233173,1
349432-G,Mary,Lakin,12/30/1972,Female,MINFI,A,14043984,1194866,328453626,1
269551-L,Alvan,Leeson,6/9/1970,Male,MINSEC,D,14293482,131311,1345629232,0
320538-S,Bernetta,Balcombe,8/21/1983,Female,MINFI,A,7555306,1287883,223628568,1
187894-E,Mersey,Raulin,12/11/1973,Female,MINREX,D,3152225,146668,1315647424,1
964976-M,Angelia,Poulson,7/3/1997,Female,MINFI,C,14629357,229943,1740368377,1
909483-W,Cris,Burstow,7/15/1999,Female,MINCOM,C,170155,1947895,199778096,0
547247-W,Mariann,Stovell,4/11/1986,Female,MINCOM,B,11193153,777674,909444541,0
